DATE: Wed Jul  8 11:36:30 2026
***************************************************
PROTO: UNKNOWN | SRC_IP: 107.87.10.160 | SRC_PORT: 0 | DST_IP: 59.165.0.0 | DST_PORT: 0
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UDP | SRC_IP: 10.160.61.124 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 216.27.10.160 | SRC_PORT: 17664 | DST_IP: 59.111.0.0 | DST_PORT: 78
END OF DAY

DATE: Wed Jul  8 11:39:48 2026
***************************************************
PROTO: UNKNOWN | SRC_IP: 48.236.10.160 | SRC_PORT: 0 | DST_IP: 56.96.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 91.30.10.160 | SRC_PORT: 0 | DST_IP: 60.252.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 43.173.10.160 | SRC_PORT: 0 | DST_IP: 57.157.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 72.38.10.160 | SRC_PORT: 0 | DST_IP: 56.224.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 227.206.10.160 | SRC_PORT: 0 | DST_IP: 62.229.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 59.66.10.160 | SRC_PORT: 0 | DST_IP: 56.27.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 170.176.0.0 | SRC_PORT: 0 | DST_IP: 0.0.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 188.60.10.160 | SRC_PORT: 0 | DST_IP: 58.133.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 14.115.10.160 | SRC_PORT: 0 | DST_IP: 57.75.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 228.128.10.160 | SRC_PORT: 0 | DST_IP: 63.5.0.0 | DST_PORT: 0
***************************************************
PROTO: UNKNOWN | SRC_IP: 125.65.10.160 | SRC_PORT: 0 | DST_IP: 61.141.0.0 | DST_PORT: 0
***************************************************
PROTO: UDP | SRC_IP: 10.160.61.124 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 125.65.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 125.65.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.148.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 125.65.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 125.65.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 55.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78



DATE: Wed Jul  8 11:54:19 2026
***************************************************
PROTO: UDP | SRC_IP: 10.160.61.124 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.61.124 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.60.142 | SRC_PORT: 17664 | DST_IP: 255.255.255.255 | DST_PORT: 219
***************************************************
PROTO: UDP | SRC_IP: 10.160.60.142 | SRC_PORT: 17664 | DST_IP: 255.255.255.255 | DST_PORT: 219
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 10.112.9.12 | DST_PORT: 79
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 10.112.9.12 | DST_PORT: 79
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 185
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 1263
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 2908
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 2908
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 2908
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 1060
***************************************************
PROTO: UDP | SRC_IP: 10.112.9.12 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 187
***************************************************
PROTO: UDP | SRC_IP: 10.112.9.12 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 203
***************************************************
PROTO: UDP | SRC_IP: 10.160.56.12 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 63
***************************************************
PROTO: UDP | SRC_IP: 10.160.57.245 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: TCP | SRC_IP: 20.50.201.195 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 64
***************************************************
PROTO: TCP | SRC_IP: 20.50.201.195 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 64
***************************************************
PROTO: TCP | SRC_IP: 20.50.201.195 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: TCP | SRC_IP: 20.50.201.195 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: TCP | SRC_IP: 20.50.201.195 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: TCP | SRC_IP: 20.50.201.195 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 146
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 20.50.201.195 | DST_PORT: 52
***************************************************
PROTO: UDP | SRC_IP: 10.160.57.245 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.61.124 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.57.245 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.61.124 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.56.230 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.56.230 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 1280
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 135
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 122
***************************************************
PROTO: TCP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: TCP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 114
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 2532
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 2492
***************************************************
PROTO: UDP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 108
***************************************************
PROTO: UDP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 1004
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 57.144.179.32 | DST_PORT: 1050
***************************************************
PROTO: UDP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 70
***************************************************
PROTO: UDP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 188
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17666 | DST_IP: 57.144.179.32 | DST_PORT: 62
***************************************************
PROTO: UDP | SRC_IP: 57.144.179.32 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 300
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 60
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17666 | DST_IP: 57.144.179.32 | DST_PORT: 63
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 68
***************************************************
PROTO: TCP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 60
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 52
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 2520
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 150
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 318
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 673
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 142.251.156.119 | DST_PORT: 418
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 1280
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 55
***************************************************
PROTO: TCP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: TCP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 52
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 183
***************************************************
PROTO: UDP | SRC_IP: 10.160.62.89 | SRC_PORT: 17666 | DST_IP: 142.251.156.119 | DST_PORT: 60
***************************************************
PROTO: UDP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 59
***************************************************
PROTO: TCP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 1910
***************************************************
PROTO: TCP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 114
***************************************************
PROTO: TCP | SRC_IP: 142.251.156.119 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 83
***************************************************
